author,year,genre,title,description,thumbnail
,2011,fiction,Kill Alex Cross,"The President's son and daughter are abducted, and Detective Alex Cross is one of the first on the scene. But someone very high-up is using the FBI, Secret Service, and CIA to keep him off the case and in the dark. A deadly contagion in the water supply cripples half of the capital, and Alex discovers that someone may be about to unleash the most devastating attack the United States has ever experienced. As his window for solving both crimes narrows, Alex makes a desperate decision that goes against everything he believes--one that may alter the fate of the entire country. KILL ALEX CROSS is faster, more exciting, and more tightly wound than any Alex Cross thriller James Patterson has ever written!",http://books.google.com/books/content?id=Fz9cTPlQCc0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2011,fiction,Explosive Eighteen,"Stephanie Plum finds herself in trouble when her seatmate on her Hawaii to Newark flight winds up dead and a motley collection of thugs, as well as the FBI, search for a photo the man was reportedly carrying--a photo that only Stephanie has seen.",http://books.google.com/books/content?id=4RiuFZ4y7o8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2011,fiction,The Drop,"Alex wants to be a part of the elite Backcountry Patrol of snowboarders, but first he and three other hopefuls--Dave, Bryce, and Hope--must endure a series of tests that forces them to confront their own fears and the treacherous mountain terrain.",http://books.google.com/books/content?id=J7mA-E3OwTMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2011,fiction,Red Mist,"Martin is a man disillusioned with life, and with good reason. Coming from a broken home where violence was the norm, he lives alone in a squalid flat, working as a brickie when he can. The monotony of his existence is dramatically altered when he meets the beautiful Ginger, who is desperately trying to escape from Mick, her obsessive boyfriend and brutal tormentor. Keeping Ginger out of harm's way means Martin must put his life on the line and get sucked into an underworld of drugs and violence, where scores are settled with a fist or a bullet.",http://books.google.com/books/content?id=2ZCgJwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Chris Kyle,2012,nonfiction,American Sniper,"The #1 New York Times bestselling memoir of U.S. Navy Seal Chris Kyle, and the source for Clint Eastwood’s blockbuster movie which was nominated for six academy awards, including best picture. From 1999 to 2009, U.S. Navy SEAL Chris Kyle recorded the most career sniper kills in United States military history. His fellow American warriors, whom he protected with deadly precision from rooftops and stealth positions during the Iraq War, called him “The Legend”; meanwhile, the enemy feared him so much they named him al-Shaitan (“the devil”) and placed a bounty on his head. Kyle, who was tragically killed in 2013, writes honestly about the pain of war—including the deaths of two close SEAL teammates—and in moving first-person passages throughout, his wife, Taya, speaks openly about the strains of war on their family, as well as on Chris. Gripping and unforgettable, Kyle’s masterful account of his extraordinary battlefield experiences ranks as one of the great war memoirs of all time.",http://books.google.com/books/content?id=X3S8wiAdcAYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Mark R. Levin,2012,nonfiction,Ameritopia,Levin explores the philosophical basis of America's foundations and the crisis that the government faces today.,http://books.google.com/books/content?id=oYlRN_8FegcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Julia Baird,2012,nonfiction,Imagine This,"Until now, the true story of John Lennon's childhood has never been told. John's sister Julia has herself been on a personal journey that has made it possible only now to reveal the full extent of the pain and difficulties - as well as the happier times - living inside John Lennon's family brought. Julia reveals the various strong, self-willed and selfish women who surrounded John as he grew up. John was removed from his mother at the age of 5 to live with his Aunt Mimi, and here Julia shows for the first time the cruelty of this decision - to both mother and son, she sheds a new light on his upbringing with Mimi which is often at dramatic odds with the accepted tale. John's frequent visits to his mother and sisters gave him the liveliness, freedom and love he sought and allowed him to develop his musical talents. The tragic death of their mother, knocked down outside Aunt Mimi's house by a speeding car when John was 17, meant that life for him and his sisters would never be the same again. Poignant, raw and beautifully written, IMAGINE THIS casts John Lennon's life in a new light and reveals the source of his emotional fragility and musical genius. It is also one family's extraordinary story of how it dealt with fame and tragedy beyond all imagining.",http://books.google.com/books/content?id=QGc6AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Rachel Maddow,2012,nonfiction,Drift,"Identifying what the author believes to be a battle between the priorities of civilian life and the war, the host of the critically acclaimed The Rachel Maddow Show explains that today's focus on national security is actually compromising national stability, tracing the historical events and contributing factors that have promoted a deeply militarized American culture.",http://books.google.com/books/content?id=5rmWtLHPa8UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Robert A. Caro,2012,nonfiction,The Passage of Power,"Examines Lyndon Johnson's volatile relationships with John and Robert Kennedy, describes JFK's assassination from Johnson's viewpoint, and recounts his accomplishments as president before they were overshadowed by the Vietnam War.",http://books.google.com/books/content?id=rQO5g9pQjDIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Thomas Page McBee,2012,nonfiction,Amateur,"*Shortlisted for the Baillie Gifford Prize for Nonfiction *Shortlisted for the Lambda Literary Award in Transgender Memoir/Biography *Shortlisted for the Wellcome Book Prize One of The Times UK’s Best Memoirs of 2018, BuzzFeed’s Best Nonfiction of 2018, Autostraddle’s Best LGBT Books of 2018, Book Riot’s Best Queer Books of 2018, and 52 Insight’s Favorite Nonfiction Books of 2018 A “no-holds-barred examination of masculinity” (BuzzFeed) and violence from award-winning author Thomas Page McBee. In this “refreshing and radical” (The Guardian) narrative, Thomas McBee, a trans man, sets out to uncover what makes a man—and what being a “good” man even means—through his experience training for and fighting in a charity boxing match at Madison Square Garden. A self-described “amateur” at masculinity, McBee embarks on a wide-ranging exploration of gender in society, examining sexism, toxic masculinity, and privilege. As he questions the limitations of gender roles and the roots of masculine aggression, he finds intimacy, hope, and even love in the experience of boxing and in his role as a man in the world. Despite personal history and cultural expectations, “Amateur is a reminder that the individual can still come forward and fight” (The A.V. Club). “Sharp and precise, open and honest,” (Women’s Review of Books), McBee’s writing asks questions “relevant to all people, trans or not” (New York Newsday). Through interviews with experts in neuroscience, sociology, and critical race theory, he constructs a deft and thoughtful examination of the role of men in contemporary society. Amateur is a graceful and uncompromising look at gender by a fearless, fiercely honest writer.",http://books.google.com/books/content?id=WsCSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
